id,id-prov,date,title,language,author,city,materials,dimensions,domain,description,notes,condition,observations,provenance,links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953.1,53,1953,GUIDE TO THE MOON,Anglais,MOORE Patrick,"Londres, Eyre & Spotisswoode","reliure (bradel) mécanique en toile enduite noire, titrage au film argenté au dos, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","22,2 x 14,8 x 2,9",Livre,Contient 4 planches illustrées ainsi qu'une carte à déplier en fin d'ouvrage. 224 p.,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955.1,139,1955,THE MOON  ,Anglais,WILKINS H. Percy / MOORE Patrick,"Londres, Faber & Faber limited","reliure (bradel) mécanique en toile enduite, titrage en long au dos, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique, illustration en papier glacé, jaquette en papier glacé","25,5 x 19,4 x 4",Livre,"Nombreuses illustrations dans le texte en n&b, quelques planches pleine page. 388 p.",,A,,,Cf n°138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957.1,236,1957,CARTE GENERALE DE LA LUNE DRESSEE SOUS LA DIRECTION DE CAMILLE FLAMMARION,Français,CHELMA LAMECH Félix,"Paris, Girard, Barrière & Thomas",papier pâte mécanique,"104,5 x 73,5",Cartes et plans,"Carte de la Lune lithographiée en couleur, avec une notice explicative de l'auteur imprimée en partie basse",2ème édition revue et corrigée par l'auteur en 1956,B,"déchires, lacunes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957.2,248,1957,RAND Mc NALLY OFFICIAL MAP OF THE MOON,Anglais,MAC NALLY Rand,U.S.  ,papier pâte mécanique,135x121,Cartes et plans,"Impression offset en couleurs de la carte de la Lune à échelle 1:2,300,000. Imprimée des 2 côtés",Conservée pliée en 12,A,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959.1,33,1959,WADC PHASE TESHNICAL NOTE 3 NATURAL ENVIRONNEMENT OF THE MOON,Anglais,BOBROVNIKOFF Nicholas T. ,"U.S., Wright air development center","reliure à dos carré collée et agrafée, dos en toile rouge, couverture en carte souple, corps d'ouvrage en papier pâte mécanique ","26,7 x 21,4 x 1,5",Livre,"Quelques illustrations en pleine page. [VII], 127 p. ",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959.2,208,1959,ATLAS  ,Russe,,USSR Academy of Sciences,"reliure (bradel) mécanique en toile enduite, titrage en long au dos et sur le plat supérieur (bleu et or) avec un estampage à froid, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé ","26,5 x 20,8 x 1,2",Livre,Ouvrage imprimé de 36 p. avec quelques illustrations,"Ouvrage en langue russe, titre et contenu non déterminés",A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960.1,34,1960,PHOTOGRAPHIC LUNAR ATLAS ,Anglais,KUIPER G.P.,"Chicago, University of Chicago press","boîte en percaline, tapissée de papier pâte mécanique, feuillets en papier glacé, intercalaires en carte, un cahier en papier pâte mécanique agrafé","56 x 46 x 6,5",Portfolio,230 illustrations libres accompagnées d'un livret agrafé de 23 p. , ,A,,,Cf n°189/190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960.2,35,1960,PREMIERES PHOTOS DE LA FACE INCONNUE DE LA LUNE,Français,NESMEYANOV Aleksandr Nicolaevich,"Moscou, éditions En langues étrangères","cahier agrafé (2 agrafes dans le fond de cahier) couverture en papier glacé, corps d'ouvrage en papier pâte mécanique","25,5 x 20,4 x 0,3",Livre,10 illustrations en pleine page. 40 p.,1ère édition,A,,"Bauman rare books, Philadelphie, 10.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960.3,158,1960,MOON MAPS,Anglais,WILKINS H. Percy  ,"Londres, Faber & Faber limited","reliure à doubles spirales (ouverture en triptique), plat cartonnés recouvert de toile enduite, titrage imprimé sur le plat supérieur, feuillet en papier pâte mécanique","28,3 x 25,5 x 2",Livre,Ouvrage avec système de spirales permettant de lire le texte et consulter les illustrations de façon dissociée. 36 p. et XXVII planches illustrées en n&b, ,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960.4,190,1960,PHOTOGRAPHIC LUNAR ATLAS ,Anglais,KUIPER G.P.,"Chicago, University of Chicago press","boîte en percaline, tapissée de papier pâte mécanique, feuillets en papier glacé, intercalaires en carte, un cahier en papier pâte mécanique agrafé","56 x 46 x 6,5",Portfolio,230 illustrations libres accompagnées d'un livret agrafé de 23 p. et d'un poster plié en 4, ,B,portefeuille cassé -accompagné d'un poster en papier glacé, ,Cf n°34/ 189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960.5.1,206,1960,"ATLAS OF THE FAR SIDE OF THE MOON (RUSSIAN), TOME 1",Russe,BARABASHOVA N.P.,USSR Academy of Sciences,"reliure (bradel) mécanique en toile enduite, titrage argent en long au dos et sur le plat supérieur (noir et argent), tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé ","29,5 x 23 x 2,7",Livre,"1er atlas de la face cachée de la Lune reproduisant les images prises par le satellite russe Luna 3. Ouvrage imprimé en n&b, 149 p. de texte imprimé suivi des photographies","En deux tomes, tome 1; ouvrage en langue russe",A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960.5.2,207,1967,"ATLAS OF THE FAR SIDE OF THE MOON (RUSSIAN), TOME 2",Russe,BARABASHOVA N.P.,USSR Academy of Sciences,"reliure (bradel) mécanique en toile enduite, titrage argent en long au dos et sur le plat supérieur (noir et argent), tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé ","30,3 x 23,3 x 2,5",Livre,"1er atlas de la face cachée de la Lune reproduisant les images prises par le satellite russe Luna 3. Ouvrage imprimé en n&b, 168 p. de texte imprimé suivi des photographies","En deux tomes, tome 2; ouvrage en langue russe",A,,"Peter Austin books, Canada, 02.2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960.6,209,1960,"ORTHOGRAPHIC ATLAS OF THE MOON, SUPPLEMENT NUMBER ONE TO THE PHOTOGRAPHIC LUNAR ATLAS",Anglais,ARTHUR D. W. G. / WHITAKER E. A.,"Tucson, the University of Arizona Press","reliure à vis (2), plat en carton recouvert de toile enduite rouge, titrage doré estampé sur le plat supérieur, contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé","47 x 58,3 x 1,3",Livre,"« Part 1 : Central Area. » 34 p. Page de titre, 2 pages de texte, suivies de 32 p. de reproductions de photographies", ,A,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960.7,83,1960,"RANGER VII LUNAR CHARTS, RLC 13-17 / 6-12 et 1-5",Anglais,AERONAUTICAL CHART AND INFORMATION CENTER,"Saint Louis, Missouri, United State Air Force","Portfolio en toile enduite rouge, dossier en carte colorée, feuillets en papier pâte mécanique, habillage en papier marbré imprimé","32 x 21,8 x 2,5",Cartes et plans,"Portfolio composé de trois pochettes contenant respectivement 4, 7 et 5 cartes en couleur",Etiquette de la Carnegie library collée sur le contreplat supérieur; la 3ème pochette porte le tampon de la Carnegie Library of Pittsburgh,A,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961.1,85,1961,"AN ATLAS OF THE MOON'S FAR SIDE, THE LUNIK III RECONNAISSANCE",Anglais,BARABASHOVA / MIKHAILOV / LIPSKY,"New-York / Londres, Interscience publishers","reliure (bradel) mécanique en toile , titrage en long imprimé au dos, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé, jaquette en papier","29,5 x 23,1 x 1,3",Livre,"[VII], 147 p. suivies de 19 p. d'illustrations.",,B ,,,Cf n°85/87/113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961.2,86,1961,ATLAS OF THE OTHER SIDE OF THE MOON ,Anglais,BARABASHOVA / MIKHAILOV / LIPSKY,"New-York / Londres / Oxford / Paris, Pergamon press","reliure (bradel) mécanique en toile , titrage en long imprimé au dos et motif imprimé sur la plat supérieur, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique imprimé, corps d'ouvrage en papier glacé","30,2 x 21,7 x 2",Livre,141 p. suivies de 21 pages d'illustrations,,A,,,Cf n° 85/86/113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961.3,155,1961,MOON ATLAS,Anglais,FIRSOFF V. A.,"Londres, Hutchinson & Co","reliure mécanique à dos carré en toile enduite, titrage en long au dos,  gardes et contregardes en papier pâte mécanique coloré, corps d'ouvrage en papier glacé, jaquette en papier glacé ","35,9 x 30,6 x 1",Livre,"Ouvrage imprimé en n&b, quelques illustrations et une carte à déplier en fin d'ouvrage, 32 p.",,A,,,Cf n°153/154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961.4,254,1961,MISCELLANEOUS INVESTIGATIONS SERIES,Anglais,NATIONAL AERONAUTIC AND SPACE ADMINISTRATION,U.S.  Geological survey,"chemises en papier pâte mécanique colorée fermées sur 3 côtés, feuillets en papier pâte mécanique ","30,1 x 23,5 x 5",Cartes et plans,Ensemble composé de 13 pochettes contenant chacune une ou plusieurs cartes relatives à la géologie de la Lune, ,A,,,Cf n°42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962.1,36,1962,"RECTIFIED LUNAR ATLAS, SUPPLEMENT N°2 TO THE USAF LUNAR ATLAS",Anglais,WHITAKER Ewen A. / KUIPER G. P. / HARTLANN W. K. / SPRADLEY L. H. ,U.S. Air Force,"reliure mécanique à dos carré en toile enduite, titrage en long au dos titrage sur le plat supérieur,  tranchefiles mécanique, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé ","38,8 x 48,5 x 2",Livre,Ouvrage composé de 2 p. de texte suivies de 72 planches imprimées en n&b ou en sepia, ,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963.1,204,1963,"APOLLO, DOCUMENTATION SPECIFICATION",Anglais,NATIONAL AERONAUTIC AND SPACE ADMINISTRATION,"Washington, éditions de la NASA","reliure à spirales plastique (dos rond), feuillets en papier pâte mécanique, couvertures en papier pâte mécanique coloré bleu, 1ère de couverture  imprimée ","28,1 x 22,4 x 1,2",Documentation,53 p. de texte dactylographié relatif au programme  Apollo,Se trouvait glissé dans le n°205,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963.2,245,1963,PHOTOGRAPHY OF THE MOON FROM SPACE PROBES,Anglais,EIMER Manfred,"Pasadena, Jet propulsion laboratory","cahier agrafé en papier pâte mécanique, couverture en carte (relief texture) imprimée","28 x 21,5 x 0,3",Livre,Rapport technique (n°32-347) de 21 p. imprimé en n&b. Nombreux schémas et une reproduction photo, ,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964.1,37,1964,LUNAR ATLAS,Anglais,SPACE SCIENCE LABORATORY,"USA, North American Aviation Inc.","reliure (bradel) mécanique en toile enduite noire,titrage sur le plat supérieur,impression couleur contrecollée sur le plat supérieur, tranchefiles mécaniques bicolores, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","43,7 x 36,5 x 4,8",Livre,"Atlas en n&b. [X], 341 p. 154 planches. ",,A,,"The Book Bin, Corvallis, OR.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964.2,123,1964,"ATLAS OF THE MOON, ASTRONOMY-ASTRONAUTICS",Anglais,"CALLATAY, Vincent de","Londres, Macmillan & Co","reliure (bradel) mécanique en toile enduite, titrage en long au dos, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique imprimé, corps d'ouvrage en papier pâte mécanique, jaquette en papier glacé","31,5 x 24,5 x 1,8",Livre,Nombreuses illustrations dans le texte en n&b.  160 p.,Etiquette de la Strathcona School collée sur la garde volante,A,jaquette légèrement déchirée,,Cf n°141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965.1,98,1965,"EXPLORATION OF THE MOON, AN ACCOUNT OF MAN'S DRAMATIC QUEST FOR THE MOON",Anglais,BRANLEY Franklyn M.,"Londres, Nelson press","reliure (bradel) mécanique en papier, titrage en long au dos, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique, jaquette en papier ","22,2 x 14,7 x 1,7",Livre,Roman de 125 p. 4 planches illustrées sur papier glacé en milieu d'ouvrage,,A,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965.2.1,201,1965,"RANGER VII PHOTOGRAPHS OF THE MOON, Part II : CAMERA B SERIES",Anglais,NATIONAL AERONAUTIC AND SPACE ADMINISTRATION,"Washington, éditions de la NASA","reliure mécanique à dos collé, couverture souple en papier cartonné imprimé, corps d'ouvrage en papier glacé","35,5 x 27,8 x 2,3",Livre,Volume II reproduisant les photographies de la Lune prises par Ranger VII. ,Manquent les volumes I et III,B,"couvrure en mauvais état, déchirée et lacunaire, coins cornés, dos décollé et déchiré", ,Cf n°202b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965.2.2,202b,1965,"RANGER VII PHOTOGRAPHS OF THE MOON, Part II : CAMERA B SERIES",Anglais,NATIONAL AERONAUTIC AND SPACE ADMINISTRATION,"Washington, éditions de la NASA","reliure (bradel) mécanique en toile enduite, titrage en long au dos et sur le plat supérieur, tranchefiles mécaniques bicolores, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé ","36,3 x 28,5 x 3",Livre,Second volume d'une série de 3 reproduisant les photographies de la Lune prises par Ranger VII. ,Manque le volume 1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965.2.3,202c,1965,"RANGER VII PHOTOGRAPHS OF THE MOON, Part III : CAMERA P SERIES",Anglais,NATIONAL AERONAUTIC AND SPACE ADMINISTRATION,"Washington, éditions de la NASA","reliure (bradel) mécanique en toile enduite, titrage en long au dos et sur le plat supérieur, tranchefiles mécaniques bicolores, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé ","36,3 x 28,5 x 2,9",Livre,Troisième volume d'une série de 3 reproduisant les photographies de la Lune prises par Ranger VII. ,Manque le volume 1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966.1,38,1966,RANGER IX PHOTOGRAPHS OF THE MOON,Anglais,NATIONAL AERONAUTIC AND SPACE ADMINISTRATION,"Washington, éditions de la NASA",broché à couverture souple en papier cartonné,"35,5 x 28 x 2,2",Livre,Ouvrage reproduisant les photographies de la Lune prises par Ranger IX. 200 p.,,A,,"W.P. Watson, UK, 04.2008",Cf. n°200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966.2,84,1966,MEASURE OF THE MOON,Anglais,KOPAL Zdenek / GOUDAS Constantine ,"Dordrecht, D. Reidel / New-York, Gordon & Breach","reliure mécanique à dos carré, pleine toile enduite, titrage au dos et sur le plat supérieur, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé ","24,5 x 17 x 2,7",Livre,"[X], 479 p. Nombreuses illustrations et schémas dans le texte ", ,A,,Amazon.com,Cf n°86/87/113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
